	n_i	n_T.te	n_T.peak	expected	fc.expected	comparison	padj.final	significance
MTEa-int|MTEa-int|MTEa-int|MTEa	0	15	4692	0.03	1.0	peak_in_te	1	n.s
MTEa-int|MTEa-int|MTEa-int	0	9	4692	0.02	1.0	peak_in_te	1	n.s
MTEa-int|MTEa-int	0	26	4692	0.04	1.0	peak_in_te	1	n.s
MTE2b|MTE2b|MTE2b|MTE2b|MTE2b|MTE2b|MTE2b|MTE2b|MTE2b|MTE2b|MTE2b|MTE2b	0	1	4692	0.0	1.0	peak_in_te	1	n.s
MTE2b-int|MTE2b|MTE2b	0	18	4692	0.03	1.0	peak_in_te	1	n.s
MTE2b-int|MTE2b-int|MTE2b|MTE2b-int|MTE2b	0	1	4692	0.0	1.0	peak_in_te	1	n.s
MTE2b-int|MTE2b-int|MTE2b|MTE2b	0	9	4692	0.02	1.0	peak_in_te	1	n.s
MTE2b-int|MTE2b-int|MTE2b-int|MTE2b|MTE2b	0	2	4692	0.0	1.0	peak_in_te	1	n.s
MTE2a|MTE2a-int|MTE2a-int|MTE2a-int|MTE2a-int|MTE2a-int	0	1	4692	0.0	1.0	peak_in_te	1	n.s
MTE2a|MTE2a-int|MTE2a-int|MTE2a-int|MTE2a-int	0	3	4692	0.01	1.0	peak_in_te	1	n.s
MTE2a|MTE2a-int|MTE2a-int|MTE2a-int|MTE2a	0	5	4692	0.01	1.0	peak_in_te	1	n.s
MTE2a|MTE2a-int|MTE2a-int|MTE2a-int	0	6	4692	0.01	1.0	peak_in_te	1	n.s
MTE2a|MTE2a-int|MTE2a-int|MTE2a	0	13	4692	0.03	1.0	peak_in_te	1	n.s
MTE2a|MTE2a-int|MTE2a	0	12	4692	0.03	1.0	peak_in_te	1	n.s
MTE2a-int|MTE2a|MTE2a	0	8	4692	0.01	1.0	peak_in_te	1	n.s
MTE2a-int|MTE2a-int|MTE2a|MTE2a	0	6	4692	0.01	1.0	peak_in_te	1	n.s
MTE2a-int|MTE2a-int|MTE2a-int|MTE2a|MTE2a	0	2	4692	0.0	1.0	peak_in_te	1	n.s
MTE2a-int|MTE2a-int|MTE2a-int|MTE2a-int|MTE2a|MTE2a	0	1	4692	0.0	1.0	peak_in_te	1	n.s
MTE2a-int|MTE2a-int|MTE2a-int|MTE2a-int|MTE2a-int|MTE2a|MTE2a	0	1	4692	0.0	1.0	peak_in_te	1	n.s
MTE2a-int|MTE2a-int|MTE2a-int|MTE2a-int|MTE2a	0	1	4692	0.0	1.0	peak_in_te	1	n.s
MTE2a-int|MTE2a-int|MTE2a-int|MTE2a-int	0	1	4692	0.0	1.0	peak_in_te	1	n.s
MTE2a-int|MTE2a-int|MTE2a-int|MTE2a	0	10	4692	0.02	1.0	peak_in_te	1	n.s
MTE2a-int|MTE2a-int|MTE2a-int	0	1	4692	0.0	1.0	peak_in_te	1	n.s
MTE2a-int|MTE2a-int	0	8	4692	0.01	1.0	peak_in_te	1	n.s
MTE2a-int	0	28	4692	0.02	1.0	te_in_peak	1	n.s
MTE-int|MTE-int|MTE-int|MTE-int|MTE-int	0	7	4692	0.02	1.0	peak_in_te	1	n.s
MTD|MTD|MTD|MTD|MTD|MTD|MTD|MTD|MTD|MTD|MTD	0	1	4692	0.0	1.0	peak_in_te	1	n.s
MTE2a|MTE2a-int|MTE2a-int|MTE2a-int|MTE2a-int|MTE2a|MTE2a	0	1	4692	0.0	1.0	peak_in_te	1	n.s
MTE2a|MTE2a-int|MTE2a-int|MTE2a-int|MTE2a|MTE2a	0	3	4692	0.01	1.0	peak_in_te	1	n.s
MTE2a|MTE2a-int|MTE2a-int|MTE2a|MTE2a	0	1	4692	0.0	1.0	peak_in_te	1	n.s
MTE2a|MTE2a|MTE2a|MTE2a|MTE2a	0	4	4692	0.0	1.0	peak_in_te	1	n.s
MTE2b-int|MTE2b-int|MTE2b-int|MTE2b-int|MTE2b|MTE2b	0	1	4692	0.0	1.0	peak_in_te	1	n.s
MTE2b-int|MTE2b-int|MTE2b-int|MTE2b-int|MTE2b-int|MTE2b	0	1	4692	0.0	1.0	peak_in_te	1	n.s
MTE2b-int|MTE2b-int|MTE2b-int|MTE2b-int|MTE2b	0	2	4692	0.0	1.0	peak_in_te	1	n.s
MTE2b-int|MTE2b-int|MTE2b-int|MTE2b	0	6	4692	0.01	1.0	peak_in_te	1	n.s
MTE2b-int|MTE2b-int|MTE2b-int	0	5	4692	0.01	1.0	peak_in_te	1	n.s
MTE2b-int|MTE2b-int	0	21	4692	0.02	1.0	peak_in_te	1	n.s
MTE2b-int	0	45	4692	0.04	1.0	te_in_peak	1	n.s
MTE2a|MTE2a|MTE2a|MTE2a|MTE2a-int	0	1	4692	0.0	1.0	peak_in_te	1	n.s
MTE2a|MTE2a|MTE2a|MTE2a-int|MTE2a-int|MTE2a-int|MTE2a-int	0	1	4692	0.0	1.0	peak_in_te	1	n.s
MTE2a|MTE2a-int|MTE2a|MTE2a	0	2	4692	0.0	1.0	peak_in_te	1	n.s
MTE2a|MTE2a|MTE2a|MTE2a-int	0	1	4692	0.0	1.0	peak_in_te	1	n.s
MTE2a|MTE2a|MTE2a|MTE2a	0	5	4692	0.0	1.0	peak_in_te	1	n.s
MTE2a|MTE2a|MTE2a-int|MTE2a-int|MTE2a-int|MTE2a-int	0	1	4692	0.0	1.0	peak_in_te	1	n.s
MTE2a|MTE2a|MTE2a-int|MTE2a-int|MTE2a-int	0	1	4692	0.0	1.0	peak_in_te	1	n.s
MTE2a|MTE2a|MTE2a-int|MTE2a-int|MTE2a	0	2	4692	0.0	1.0	peak_in_te	1	n.s
MTE2a|MTE2a|MTE2a-int|MTE2a-int	0	3	4692	0.0	1.0	peak_in_te	1	n.s
MTE2a|MTE2a|MTE2a-int|MTE2a	0	2	4692	0.0	1.0	peak_in_te	1	n.s
MTE2a|MTE2a|MTE2a-int	0	6	4692	0.01	1.0	peak_in_te	1	n.s
MTEa|MTEa|MTEa-int	0	30	4692	0.05	1.0	peak_in_te	1	n.s
MTEa|MTEa|MTEa-int|MTEa	0	5	4692	0.01	1.0	peak_in_te	1	n.s
MTEa|MTEa|MTEa-int|MTEa-int	0	12	4692	0.02	1.0	peak_in_te	1	n.s
MURVY-LTR|MuRRS4-int|MuRRS4-int|MURVY-LTR|MURVY-LTR	0	1	4692	0.01	1.0	peak_in_te	1	n.s
MYSERV-int|MYSERV-int|BGLII_C|BGLII_C	0	1	4692	0.0	1.0	peak_in_te	1	n.s
MYSERV-int|MYSERV-int|BGLII_C	0	4	4692	0.01	1.0	peak_in_te	1	n.s
MYSERV-int|BGLII_C|BGLII_C	0	1	4692	0.0	1.0	peak_in_te	1	n.s
MYSERV-int|BGLII_C	0	12	4692	0.01	1.0	peak_in_te	1	n.s
MURVY-int|MURVY-int|RLTR5_Mm	0	2	4692	0.0	1.0	peak_in_te	1	n.s
MURVY-int|MURVY-int|MURVY-int|RLTR5_Mm	0	1	4692	0.01	1.0	peak_in_te	1	n.s
MURVY-int|MURVY-int|MURVY-int	0	1	4692	0.0	1.0	peak_in_te	1	n.s
MURVY-int|MURVY-int	0	10	4692	0.01	1.0	peak_in_te	1	n.s
MURVY-int|LTRIS4B	0	3	4692	0.01	1.0	peak_in_te	1	n.s
MURVY-LTR|RLTR6-int|RLTR6-int|RLTR6-int|RLTR6-int|RLTR6-int|MURVY-LTR	0	1	4692	0.01	1.0	peak_in_te	1	n.s
MURVY-LTR|RLTR6-int|RLTR6-int|RLTR6-int|RLTR6-int|MURVY-LTR	0	1	4692	0.01	1.0	peak_in_te	1	n.s
MURVY-LTR|RLTR6-int|RLTR6-int|RLTR6-int|RLTR6-int	0	1	4692	0.01	1.0	peak_in_te	1	n.s
MURVY-LTR|RLTR6-int|RLTR6-int|RLTR6-int|MURVY-LTR	0	4	4692	0.04	1.0	peak_in_te	1	n.s
MURVY-LTR|RLTR6-int|RLTR6-int|RLTR6-int	0	3	4692	0.01	1.0	peak_in_te	1	n.s
MURVY-LTR|RLTR6-int|RLTR6-int|MURVY-LTR	0	1	4692	0.01	1.0	peak_in_te	1	n.s
MURVY-LTR|RLTR6-int|RLTR6-int	0	6	4692	0.03	1.0	peak_in_te	1	n.s
MURVY-LTR|RLTR6-int	0	52	4692	0.05	1.0	peak_in_te	1	n.s
MURVY-LTR|MuRRS4-int|MuRRS4-int|MuRRS4-int|MuRRS4-int|MuRRS4-int	0	1	4692	0.01	1.0	peak_in_te	1	n.s
MURVY-LTR|MuRRS4-int|MuRRS4-int|MuRRS4-int|MuRRS4-int	0	2	4692	0.01	1.0	peak_in_te	1	n.s
MYSERV-int|MYSERV-int|MYSERV-int|MYSERV-int	0	10	4692	0.04	1.0	peak_in_te	1	n.s
MYSERV-int|MYSERV-int|MYSERV-int|MYSERV-int|MYSERV-int	0	6	4692	0.03	1.0	peak_in_te	1	n.s
MYSERV-int|MYSERV-int|MYSERV-int|MYSERV-int|MYSERV-int|MYSERV-int	0	3	4692	0.02	1.0	peak_in_te	1	n.s
MYSERV-int|MYSERV-int|MYSERV-int|RMER4A|MYSERV-int|MYSERV-int	0	1	4692	0.0	1.0	peak_in_te	1	n.s
MYSERV-int|MYSERV-int|RMER4A|MYSERV-int|MYSERV-int	0	1	4692	0.0	1.0	peak_in_te	1	n.s
MYSERV-int|MYSERV-int|RMER4A|MYSERV-int	0	8	4692	0.02	1.0	peak_in_te	1	n.s
MYSERV-int|MYSERV-int|RMER4A	0	13	4692	0.02	1.0	peak_in_te	1	n.s
MYSERV-int|MYSERV-int|RLTR15|RLTR15|MYSERV-int	0	1	4692	0.0	1.0	peak_in_te	1	n.s
MYSERV-int|MYSERV-int|RLTR15	0	4	4692	0.01	1.0	peak_in_te	1	n.s
MYSERV-int|MYSERV-int|RLTR11B	0	3	4692	0.01	1.0	peak_in_te	1	n.s
MYSERV-int|MYSERV-int|RLTR11A2|RLTR11A2	0	2	4692	0.0	1.0	peak_in_te	1	n.s
MYSERV-int|MYSERV-int|RLTR11A2	0	7	4692	0.01	1.0	peak_in_te	1	n.s
MYSERV-int|MYSERV-int|MYSERV-int|RMER4A|MYSERV-int	0	2	4692	0.0	1.0	peak_in_te	1	n.s
MYSERV-int|MYSERV-int|MYSERV-int|MYSERV-int|MYSERV-int|MYSERV-int|MYSERV-int|MYSERV-int|MYSERV-int	0	1	4692	0.0	1.0	peak_in_te	1	n.s
MYSERV-int|MYSERV-int|MYSERV-int|RMER4A	0	1	4692	0.0	1.0	peak_in_te	1	n.s
MYSERV-int|MYSERV-int|MYSERV-int|RLTR15	0	2	4692	0.01	1.0	peak_in_te	1	n.s
MYSERV-int|MYSERV-int|MYSERV-int|RLTR11A2|RLTR11A2	0	1	4692	0.0	1.0	peak_in_te	1	n.s
MYSERV-int|MYSERV-int|MYSERV-int|RLTR11A2	0	1	4692	0.0	1.0	peak_in_te	1	n.s
MYSERV-int|MYSERV-int|MYSERV-int|MYSERV-int|RMER4A|MYSERV-int	0	1	4692	0.0	1.0	peak_in_te	1	n.s
MYSERV-int|MYSERV-int|MYSERV-int|MYSERV-int|RMER4A	0	3	4692	0.01	1.0	peak_in_te	1	n.s
MYSERV-int|MYSERV-int|MYSERV-int|MYSERV-int|RLTR11B	0	1	4692	0.0	1.0	peak_in_te	1	n.s
MYSERV-int|MYSERV-int|MYSERV-int|MYSERV-int|MYSERV-int|RLTR15	0	1	4692	0.0	1.0	peak_in_te	1	n.s
MURVY-LTR|MuRRS4-int|MuRRS4-int|MuRRS4-int|MURVY-LTR	0	2	4692	0.02	1.0	peak_in_te	1	n.s
MURVY-LTR|MuRRS4-int|MuRRS4-int|MURVY-LTR	0	2	4692	0.02	1.0	peak_in_te	1	n.s
MTEa|MTEa|MTEa-int|MTEa-int|MTEa	0	5	4692	0.02	1.0	peak_in_te	1	n.s
MURVY-LTR|MURVY-LTR|MURVY-LTR|RLTR6-int|RLTR6-int|MURVY-LTR	0	1	4692	0.01	1.0	peak_in_te	1	n.s
MTEb|MTEb-int|MTEb-int|MTEb	0	14	4692	0.04	1.0	peak_in_te	1	n.s
MTEb|MTEb	1	1137	4692	0.97	1.0	te_in_peak	1	n.s
MTEb-int|MTEb|MTEb|MTEb	0	4	4692	0.01	1.0	peak_in_te	1	n.s
MTEb-int|MTEb|MTEb	0	18	4692	0.03	1.0	peak_in_te	1	n.s
MTEb-int|MTEb-int|MTEb|MTEb	0	5	4692	0.01	1.0	peak_in_te	1	n.s
MTEb-int|MTEb-int|MTEb-int|MTEb-int	0	1	4692	0.0	1.0	peak_in_te	1	n.s
MTEb-int|MTEb-int|MTEb-int	0	2	4692	0.0	1.0	peak_in_te	1	n.s
MTEb-int|MTEb-int	0	21	4692	0.03	1.0	peak_in_te	1	n.s
MTEb-int	0	58	4692	0.05	1.0	te_in_peak	1	n.s
MTEa|MTEa|MTEa|MTEa|MTEa|MTEa|MTEa|MTEa|MTEa	0	1	4692	0.0	1.0	peak_in_te	1	n.s
MTEa|MTEa|MTEa|MTEa-int|MTEa-int|MTEa-int|MTEa	0	1	4692	0.0	1.0	peak_in_te	1	n.s
MTEa|MTEa|MTEa|MTEa-int|MTEa-int	0	1	4692	0.0	1.0	peak_in_te	1	n.s
MTEa|MTEa|MTEa|MTEa-int	0	1	4692	0.0	1.0	peak_in_te	1	n.s
MTEa|MTEa|MTEa|MTEa	0	8	4692	0.01	1.0	peak_in_te	1	n.s
MTEa|MTEa|MTEa-int|MTEa|MTEa	0	2	4692	0.0	1.0	peak_in_te	1	n.s
MTEa|MTEa|MTEa-int|MTEa-int|MTEa|MTEa	0	1	4692	0.0	1.0	peak_in_te	1	n.s
MTEa|MTEa|MTEa-int|MTEa-int|MTEa-int|MTEa-int|MTEa	0	1	4692	0.0	1.0	peak_in_te	1	n.s
MTEa|MTEa|MTEa-int|MTEa-int|MTEa-int|MTEa	0	1	4692	0.0	1.0	peak_in_te	1	n.s
MTEa|MTEa|MTEa-int|MTEa-int|MTEa-int	0	6	4692	0.02	1.0	peak_in_te	1	n.s
MTEb|MTEb-int|MTEb-int|MTEb-int	0	9	4692	0.02	1.0	peak_in_te	1	n.s
MTEb|MTEb-int|MTEb-int|MTEb-int|MTEb	0	8	4692	0.03	1.0	peak_in_te	1	n.s
MTEb|MTEb-int|MTEb-int|MTEb-int|MTEb-int	0	1	4692	0.0	1.0	peak_in_te	1	n.s
MTEb|MTEb|MTEb-int|MTEb|MTEb	0	1	4692	0.0	1.0	peak_in_te	1	n.s
MURVY-LTR|MURVY-LTR|MURVY-LTR|MURVY-LTR|MURVY-LTR	0	1	4692	0.0	1.0	peak_in_te	1	n.s
MURVY-LTR|MURVY-LTR|MURVY-LTR	0	1	4692	0.0	1.0	peak_in_te	1	n.s
MURVY-LTR|MURVY-LTR	0	26	4692	0.02	1.0	te_in_peak	1	n.s
MTEb|MTEb|MTEb|MTEb|MTEb|MTEb	0	1	4692	0.0	1.0	te_in_peak	1	n.s
MTEb|MTEb|MTEb|MTEb|MTEb	0	1	4692	0.0	1.0	peak_in_te	1	n.s
MTEb|MTEb|MTEb|MTEb-int|MTEb	0	1	4692	0.0	1.0	peak_in_te	1	n.s
MTEb|MTEb|MTEb|MTEb-int	0	1	4692	0.0	1.0	peak_in_te	1	n.s
MTEb|MTEb|MTEb|MTEb	0	2	4692	0.0	1.0	peak_in_te	1	n.s
MTEb|MTEb|MTEb-int|MTEb-int|MTEb-int|MTEb	0	1	4692	0.0	1.0	peak_in_te	1	n.s
MTEb|MTEb-int|MTEb-int|MTEb-int|MTEb-int|MTEb	0	2	4692	0.01	1.0	peak_in_te	1	n.s
MTEb|MTEb|MTEb-int|MTEb-int|MTEb	0	3	4692	0.01	1.0	peak_in_te	1	n.s
MTEb|MTEb|MTEb-int|MTEb-int	0	7	4692	0.01	1.0	peak_in_te	1	n.s
MTEb|MTEb|MTEb-int|MTEb	0	2	4692	0.0	1.0	peak_in_te	1	n.s
MTEb|MTEb|MTEb-int	0	11	4692	0.02	1.0	peak_in_te	1	n.s
MTEb|MTEb-int|MTEb|MTEb	0	4	4692	0.01	1.0	peak_in_te	1	n.s
MTEb|MTEb-int|MTEb-int|MTEb|MTEb	0	3	4692	0.01	1.0	peak_in_te	1	n.s
MTEb|MTEb-int|MTEb-int|MTEb-int|MTEb|MTEb	0	1	4692	0.0	1.0	peak_in_te	1	n.s
MTEb|MTEb-int|MTEb-int|MTEb-int|MTEb-int|MTEb-int|MTEb	0	1	4692	0.0	1.0	peak_in_te	1	n.s
ORR1A0|ORR1A0-int|ORR1A0-int|ORR1A0	0	15	4692	0.05	1.0	peak_in_te	1	n.s
ORR1A0|ORR1A0-int|ORR1A0-int|ORR1A0|ORR1A0	0	1	4692	0.0	1.0	peak_in_te	1	n.s
ORR1D1|ORR1D1-int|ORR1D1-int|ORR1D1-int|ORR1D1-int	0	4	4692	0.01	1.0	peak_in_te	1	n.s
ORR1B2-int|ORR1B2-int|ORR1B2|ORR1B2|ORR1B2	0	1	4692	0.0	1.0	peak_in_te	1	n.s
ORR1B2-int|ORR1B2-int|ORR1B2-int|ORR1B2|ORR1B2-int|ORR1B2-int|ORR1B2|ORR1B2	0	1	4692	0.0	1.0	peak_in_te	1	n.s
ORR1B2-int|ORR1B2-int|ORR1B2-int|ORR1B2-int|ORR1B2	0	1	4692	0.0	1.0	peak_in_te	1	n.s
ORR1B2-int|ORR1B2-int|ORR1B2-int|ORR1B2-int	0	1	4692	0.0	1.0	peak_in_te	1	n.s
ORR1B2-int|ORR1B2-int|ORR1B2-int|ORR1B2	0	12	4692	0.03	1.0	peak_in_te	1	n.s
ORR1B2-int|ORR1B2-int|ORR1B2-int	0	5	4692	0.01	1.0	peak_in_te	1	n.s
ORR1B2-int|ORR1B2-int	0	12	4692	0.01	1.0	peak_in_te	1	n.s
ORR1B2-int	0	58	4692	0.05	1.0	te_in_peak	1	n.s
ORR1B1|ORR1B1|ORR1B1|ORR1B1-int|ORR1B1-int|ORR1B1	0	2	4692	0.0	1.0	peak_in_te	1	n.s
ORR1B1|ORR1B1|ORR1B1|ORR1B1-int	0	2	4692	0.0	1.0	peak_in_te	1	n.s
ORR1B1|ORR1B1|ORR1B1|ORR1B1	0	4	4692	0.0	1.0	peak_in_te	1	n.s
ORR1B1|ORR1B1|ORR1B1-int|ORR1B1|ORR1B1|ORR1B1	0	1	4692	0.0	1.0	peak_in_te	1	n.s
ORR1B1|ORR1B1|ORR1B1-int|ORR1B1-int|ORR1B1-int	0	2	4692	0.0	1.0	peak_in_te	1	n.s
ORR1B1|ORR1B1|ORR1B1-int|ORR1B1-int|ORR1B1	0	2	4692	0.0	1.0	peak_in_te	1	n.s
ORR1B1|ORR1B1|ORR1B1-int|ORR1B1-int	0	9	4692	0.02	1.0	peak_in_te	1	n.s
ORR1B1|ORR1B1|ORR1B1-int	0	19	4692	0.04	1.0	peak_in_te	1	n.s
ORR1B1|ORR1B1|LTR23-int	0	1	4692	0.0	1.0	peak_in_te	1	n.s
ORR1B1|ORR1B1-int|ORR1B1|ORR1B1-int|ORR1B1|ORR1B1-int	0	1	4692	0.01	1.0	peak_in_te	1	n.s
ORR1B1|ORR1B1-int|ORR1B1|ORR1B1-int	0	4	4692	0.01	1.0	peak_in_te	1	n.s
ORR1B1|ORR1B1-int|ORR1B1-int|ORR1B1|ORR1B1	0	10	4692	0.04	1.0	peak_in_te	1	n.s
ORR1B2-int|ORR1B2-int|ORR1B2|ORR1B2	0	6	4692	0.01	1.0	peak_in_te	1	n.s
ORR1B2-int|ORR1B2-int|ORR1B2|ORR1B2|ORR1B2|ORR1B2	0	1	4692	0.0	1.0	peak_in_te	1	n.s
ORR1A4|ORR1A4-int|ORR1A4-int|ORR1A4|ORR1A4	0	2	4692	0.01	1.0	peak_in_te	1	n.s
ORR1B2-int|ORR1B2|ORR1B2	0	7	4692	0.01	1.0	peak_in_te	1	n.s
ORR1B2|ORR1B2|ORR1B2-int|ORR1B2|ORR1B2	0	1	4692	0.0	1.0	peak_in_te	1	n.s
ORR1B2|ORR1B2|ORR1B2-int|ORR1B2-int|ORR1B2-int|ORR1B2-int|ORR1B2	0	1	4692	0.0	1.0	peak_in_te	1	n.s
ORR1B2|ORR1B2|ORR1B2-int|ORR1B2-int|ORR1B2-int	0	1	4692	0.0	1.0	peak_in_te	1	n.s
ORR1B2|ORR1B2|ORR1B2-int|ORR1B2-int|ORR1B2	0	4	4692	0.01	1.0	peak_in_te	1	n.s
ORR1B2|ORR1B2|ORR1B2-int|ORR1B2-int	0	4	4692	0.01	1.0	peak_in_te	1	n.s
ORR1B2|ORR1B2|ORR1B2-int|ORR1B2	0	7	4692	0.02	1.0	peak_in_te	1	n.s
ORR1B2|ORR1B2|ORR1B2-int	0	13	4692	0.03	1.0	peak_in_te	1	n.s
ORR1B2|ORR1B2|ORR1B2	0	44	4692	0.05	1.0	peak_in_te	1	n.s
ORR1B2|ORR1B2-int|ORR1B2|ORR1B2|ORR1B2-int	0	1	4692	0.0	1.0	peak_in_te	1	n.s
ORR1B2|ORR1B2-int|ORR1B2-int|ORR1B2|ORR1B2|ORR1B2	0	1	4692	0.0	1.0	peak_in_te	1	n.s
ORR1B2|ORR1B2-int|ORR1B2-int|ORR1B2|ORR1B2	0	5	4692	0.01	1.0	peak_in_te	1	n.s
ORR1B2|ORR1B2-int|ORR1B2-int|ORR1B2-int|ORR1B2|ORR1B2	0	1	4692	0.0	1.0	peak_in_te	1	n.s
ORR1B2|ORR1B2-int|ORR1B2-int|ORR1B2-int|ORR1B2-int|ORR1B2	0	2	4692	0.01	1.0	peak_in_te	1	n.s
ORR1B2|ORR1B2-int|ORR1B2-int|ORR1B2-int|ORR1B2-int	0	2	4692	0.0	1.0	peak_in_te	1	n.s
ORR1B2|ORR1B2-int|ORR1B2-int|ORR1B2-int|ORR1B2	0	8	4692	0.03	1.0	peak_in_te	1	n.s
ORR1B2|ORR1B2-int|ORR1B2-int|ORR1B2-int	0	3	4692	0.0	1.0	peak_in_te	1	n.s
ORR1B2|ORR1B2-int|ORR1B2-int	0	25	4692	0.04	1.0	peak_in_te	1	n.s
ORR1B2-int|ORR1B2|ORR1B2-int|ORR1B2|ORR1B2	0	1	4692	0.0	1.0	peak_in_te	1	n.s
ORR1B2-int|ORR1B2|ORR1B2-int|ORR1B2-int|ORR1B2	0	1	4692	0.0	1.0	peak_in_te	1	n.s
ORR1B1|ORR1B1-int|ORR1B1-int|ORR1B1-int|ORR1B1|ORR1B1|ORR1B1-int	0	1	4692	0.0	1.0	peak_in_te	1	n.s
ORR1B1|ORR1B1-int|ORR1B1-int|ORR1B1-int|ORR1B1|ORR1B1	0	3	4692	0.01	1.0	peak_in_te	1	n.s
ORR1B1|ORR1B1-int|ORR1B1-int|ORR1B1-int|ORR1B1-int|ORR1B1|ORR1B1	0	1	4692	0.0	1.0	peak_in_te	1	n.s
ORR1B1|ORR1B1-int|ORR1B1-int|ORR1B1-int|ORR1B1-int|ORR1B1-int|ORR1B1-int	0	1	4692	0.0	1.0	peak_in_te	1	n.s
ORR1B1-int|ORR1B1-int|ORR1B1-int	0	13	4692	0.02	1.0	peak_in_te	1	n.s
ORR1A4|ORR1A4|ORR1A4|ORR1A4-int|ORR1A4|ORR1A4-int	0	1	4692	0.0	1.0	peak_in_te	1	n.s
ORR1A4|ORR1A4|ORR1A4|ORR1A4-int|ORR1A4	0	1	4692	0.0	1.0	peak_in_te	1	n.s
ORR1A4|ORR1A4|ORR1A4|ORR1A4	0	1	4692	0.0	1.0	peak_in_te	1	n.s
ORR1A4|ORR1A4|ORR1A4-int|ORR1A4-int|ORR1A4-int|ORR1A4-int	0	1	4692	0.0	1.0	peak_in_te	1	n.s
ORR1A4|ORR1A4|ORR1A4-int|ORR1A4-int|ORR1A4-int	0	1	4692	0.0	1.0	peak_in_te	1	n.s
ORR1A4|ORR1A4|ORR1A4-int|ORR1A4-int|ORR1A4	0	6	4692	0.03	1.0	peak_in_te	1	n.s
ORR1A4|ORR1A4|ORR1A4-int|ORR1A4-int|MT2B|ORR1A4-int|MT2B|ORR1A4-int|ORR1A4-int	0	1	4692	0.0	1.0	peak_in_te	1	n.s
ORR1A4|ORR1A4|ORR1A4-int|ORR1A4-int|MT2B|ORR1A4	0	1	4692	0.0	1.0	peak_in_te	1	n.s
ORR1A4|ORR1A4|ORR1A4-int|ORR1A4-int	0	3	4692	0.0	1.0	peak_in_te	1	n.s
ORR1A4|ORR1A4|ORR1A4-int|ORR1A4	0	9	4692	0.03	1.0	peak_in_te	1	n.s
ORR1A4|ORR1A4|ORR1A4-int	0	11	4692	0.03	1.0	peak_in_te	1	n.s
ORR1A4|ORR1A4|ORR1A4	0	16	4692	0.02	1.0	peak_in_te	1	n.s
ORR1A4|ORR1A4-int|ORR1A4|ORR1A4-int|ORR1A4-int	0	1	4692	0.0	1.0	peak_in_te	1	n.s
ORR1A4|ORR1A4-int|ORR1A4|ORR1A4-int|MT2B	0	1	4692	0.0	1.0	peak_in_te	1	n.s
ORR1A4|ORR1A4-int|ORR1A4|ORR1A4-int	0	1	4692	0.0	1.0	peak_in_te	1	n.s
ORR1A4|ORR1A4-int|ORR1A4|ORR1A4	0	3	4692	0.01	1.0	peak_in_te	1	n.s
ORR1A4|ORR1A4-int|ORR1A4|MT2B	0	1	4692	0.0	1.0	peak_in_te	1	n.s
ORR1A4|ORR1A4-int|ORR1A4-int|ORR1A4|ORR1A4|ORR1A4	0	1	4692	0.0	1.0	peak_in_te	1	n.s
ORR1B1-int|ORR1B1-int|ORR1B1-int|ORR1B1	0	15	4692	0.05	1.0	peak_in_te	1	n.s
ORR1B1-int|ORR1B1-int|ORR1B1-int|ORR1B1-int|ORR1B1	0	4	4692	0.02	1.0	peak_in_te	1	n.s
ORR1B1-int|ORR1B1-int|ORR1B1-int|ORR1B1-int|ORR1B1-int|ORR1B1	0	1	4692	0.0	1.0	peak_in_te	1	n.s
ORR1B1-int|ORR1B1|ORR1B1|ORR1B1	0	2	4692	0.0	1.0	peak_in_te	1	n.s
ORR1B1|ORR1B1-int|ORR1B1-int|ORR1B1-int|ORR1B1-int|ORR1B1-int	0	2	4692	0.01	1.0	peak_in_te	1	n.s
ORR1B1|ORR1B1-int|ORR1B1-int|ORR1B1-int|ORR1B1-int|ORR1B1	0	10	4692	0.05	1.0	peak_in_te	1	n.s
ORR1B1|ORR1B1-int|ORR1B1-int|ORR1B1-int|ORR1B1-int	0	1	4692	0.0	1.0	peak_in_te	1	n.s
ORR1B1|ORR1B1-int|ORR1B1-int|ORR1B1-int	0	15	4692	0.05	1.0	peak_in_te	1	n.s
ORR1B1|LTR23-int	0	1	4692	0.0	1.0	te_in_peak	1	n.s
ORR1B1-int|ORR1B1|ORR1B1|ORR1B1|ORR1B1-int|ORR1B1	0	1	4692	0.0	1.0	peak_in_te	1	n.s
ORR1B1-int|ORR1B1|ORR1B1|ORR1B1|ORR1B1	0	1	4692	0.0	1.0	peak_in_te	1	n.s
ORR1B1-int|ORR1B1|ORR1B1|ORR1B1-int	0	1	4692	0.0	1.0	peak_in_te	1	n.s
ORR1B1-int|ORR1B1|ORR1B1-int|ORR1B1|ORR1B1	0	1	4692	0.0	1.0	peak_in_te	1	n.s
ORR1B1-int|ORR1B1-int|ORR1B1-int|ORR1B1-int|ORR1B1|ORR1B1	0	1	4692	0.0	1.0	peak_in_te	1	n.s
ORR1B1-int|ORR1B1|ORR1B1-int|ORR1B1-int|ORR1B1	0	2	4692	0.0	1.0	peak_in_te	1	n.s
ORR1B1-int|ORR1B1|ORR1B1-int|ORR1B1	0	1	4692	0.0	1.0	peak_in_te	1	n.s
ORR1B1-int|ORR1B1|ORR1B1-int	0	4	4692	0.01	1.0	peak_in_te	1	n.s
ORR1B1-int|ORR1B1|ORR1B1	0	20	4692	0.04	1.0	peak_in_te	1	n.s
